tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
292,20:02.6,24:54.9,359,E 47 St & Park Ave,40.75510267,-73.97498696,173,Broadway & W 49 St,40.76068327,-73.98452729,28326,Subscriber,1988,1
489,20:34.2,28:43.5,3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,3117,Franklin St & Dupont St,40.73564,-73.95866,40137,Subscriber,1987,2
154,20:40.8,23:15.3,250,Lafayette St & Jersey St,40.72456089,-73.99565293,3740,W Broadway & W Houston St,40.726378,-74.000472,18097,Subscriber,1989,1
551,22:14.1,31:25.2,326,E 11 St & 1 Ave,40.72953837,-73.98426726,254,W 11 St & 6 Ave,40.73532427,-73.99800419,17523,Customer,1997,1
1730,22:19.0,51:09.2,315,South St & Gouverneur Ln,40.70355377,-74.00670227,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,37001,Subscriber,1986,2
350,22:22.1,28:12.8,3052,Lewis Ave & Madison St,40.686312,-73.935775,3048,Putnam Ave & Nostrand Ave,40.68402,-73.94977,28696,Subscriber,1986,1
777,22:26.7,35:24.5,3236,W 42 St & Dyer Ave,40.75898481,-73.99379969,453,W 22 St & 8 Ave,40.74475148,-73.99915362,35350,Customer,1996,1
242,22:33.1,26:36.0,307,Canal St & Rutgers St,40.71427487,-73.98990025,308,St James Pl & Oliver St,40.71307916,-73.99851193,35336,Subscriber,1999,2
280,22:47.3,27:27.5,393,E 5 St & Avenue C,40.72299208,-73.97995466,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,40268,Subscriber,1975,1
255,23:19.2,27:34.7,3537,Carlton Ave & Dean St,40.6809741,-73.9710097,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,39588,Subscriber,1989,0
716,23:23.3,35:20.0,328,Watts St & Greenwich St,40.72405549,-74.00965965,360,William St & Pine St,40.70717936,-74.00887308,15195,Subscriber,1990,1
1404,23:46.4,47:11.0,237,E 11 St & 2 Ave,40.73047309,-73.98672378,127,Barrow St & Hudson St,40.73172428,-74.00674436,40877,Subscriber,1973,1
791,23:47.3,36:58.6,284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,3739,Perry St & Greenwich Ave,40.735918,-74.000939,41040,Subscriber,1978,1
384,24:14.2,30:38.8,531,Forsyth St & Broome St,40.71893904,-73.99266288,293,Lafayette St & E 8 St,40.73020661,-73.99102628,41204,Subscriber,1982,1
633,24:37.2,35:10.3,519,Pershing Square North,40.751873,-73.977706,450,W 49 St & 8 Ave,40.76227205,-73.98788205,40965,Subscriber,1963,1
463,24:52.8,32:36.6,330,Reade St & Broadway,40.71450451,-74.00562789,311,Norfolk St & Broome St,40.7172274,-73.98802084,27788,Subscriber,1999,1
454,25:07.0,32:41.9,330,Reade St & Broadway,40.71450451,-74.00562789,311,Norfolk St & Broome St,40.7172274,-73.98802084,34083,Subscriber,1968,1
815,25:11.9,38:47.4,483,E 12 St & 3 Ave,40.73223272,-73.98889957,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,29413,Subscriber,1998,2
613,25:13.3,35:26.4,223,W 13 St & 7 Ave,40.73781509,-73.99994661,394,E 9 St & Avenue C,40.72521311,-73.97768752,34005,Subscriber,1982,1
371,25:28.8,31:40.3,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,3078,Broadway & Roebling St,40.70924826,-73.96063149,42023,Subscriber,1988,2
584,25:34.5,35:19.2,3255,8 Ave & W 31 St,40.75058535,-73.99468482,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,39760,Subscriber,1964,1
481,25:38.4,33:39.9,3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,3118,McGuinness Blvd & Eagle St,40.73555,-73.95284,36030,Subscriber,1984,1
328,25:38.5,31:06.9,3866,Wilson Ave & Moffat St,40.68906,-73.90506,3872,Hancock St & Wyckoff Ave,40.6972,-73.90674,27416,Customer,1994,0
313,25:45.3,30:58.9,497,E 17 St & Broadway,40.73704984,-73.99009296,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,21089,Subscriber,1992,1
87,25:46.4,27:14.2,3418,Plaza St West & Flatbush Ave,40.6750207,-73.97111473,3346,Berkeley Pl & 7 Ave,40.67514684,-73.97523209,27666,Subscriber,1971,2
439,25:47.0,33:06.8,410,Suffolk St & Stanton St,40.72066442,-73.98517977,3711,E 13 St & Avenue A,40.72966729,-73.98067966,18051,Subscriber,1996,2
1608,25:50.0,52:38.7,3799,6 Ave & W 34 St,40.74964,-73.98805,376,John St & William St,40.70862144,-74.00722156,34058,Subscriber,1994,2
460,26:10.8,33:51.5,3235,E 41 St & Madison Ave,40.75216528,-73.97992194,446,W 24 St & 7 Ave,40.74487634,-73.99529885,29976,Subscriber,1990,1
1067,26:32.1,44:19.6,523,W 38 St & 8 Ave,40.75466591,-73.99138152,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,36937,Customer,1999,1
1118,26:38.8,45:17.2,504,1 Ave & E 16 St,40.73221853,-73.98165557,237,E 11 St & 2 Ave,40.73047309,-73.98672378,36273,Subscriber,1993,1
604,26:45.7,36:50.3,3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,3117,Franklin St & Dupont St,40.73564,-73.95866,35293,Subscriber,1977,1
548,26:45.8,35:54.5,465,Broadway & W 41 St,40.75513557,-73.98658032,164,E 47 St & 2 Ave,40.75323098,-73.97032517,41365,Subscriber,1980,1
589,26:46.8,36:36.0,3538,W 110 St & Amsterdam Ave,40.802692,-73.96295,3390,E 109 St & 3 Ave,40.79329668,-73.9432083,41546,Customer,1994,1
249,26:59.9,31:09.6,468,Broadway & W 56 St,40.7652654,-73.98192338,2021,W 45 St & 8 Ave,40.75929124,-73.98859651,41128,Customer,1969,0
